id,user_id,opp_id,user_strat,opp_strat,complete,seen_bit,created_at,updated_at,stage_id,user_time_left,opp_time_left,user_history,opp_history,fb_friend,same_parity,mutual_friends
362,2,2,t,f,t,t,1.065020486,1.065139653,1,,,,,f,t,
364,9,2,,f,f,f,1.065850787,1.065850995,2,,,,,,,
470,19,19,f,f,t,t,1.271161875,1.27131191,1,,,,,f,t,
471,19,19,f,f,t,t,1.27137125,1.271436285,1,,,,,f,t,
367,12,2,,f,f,f,1.066281204,1.066281551,3,,,,,,,
472,19,19,f,t,t,t,1.271495023,1.27155713,1,,,,,f,t,
473,19,19,f,f,t,t,1.271616898,1.271710104,1,,,,,f,t,
474,19,19,f,t,t,t,1.271768935,1.271819109,1,,,,,f,t,
374,12,2,,f,f,f,1.088571782,1.088571956,4,,,,,,,
475,19,19,t,f,t,t,1.271878171,1.271983669,1,,,,,f,t,
476,19,19,f,f,t,t,1.2720425,1.272850602,1,,,,,f,t,
1308,80,80,f,f,t,t,1.711861736,1.712687049,1,,,,,f,t,
643,33,33,f,f,t,t,1.391019769,1.391876042,1,,,,,f,t,
369,4,2,f,f,t,t,1.071967951,1.627807361,5,202,89,0,20,t,t,50
384,10,2,,f,f,f,1.106546701,1.106547002,2,,,,,,,
485,4,19,f,t,t,f,1.284503264,1.622878738,2,246,222,0,100,f,f,3
487,14,19,f,t,t,f,1.284900359,4.544558542,5,229,216,0,0,f,f,1
477,19,19,f,f,t,t,1.272909444,1.283267917,1,,,,,f,t,
387,10,2,,f,f,f,1.106992269,1.106992465,3,,,,,,,
482,19,19,f,t,t,t,1.283329444,1.283447373,1,,,,,f,t,
388,6,2,,t,f,f,1.107061748,1.107061921,3,,,,,,,
390,7,2,,f,f,f,1.107166076,1.107166412,3,,,,,,,
496,20,20,f,t,t,t,1.304993368,1.305153588,1,,,,,f,t,
392,16,16,t,t,t,t,1.10839338,1.10994816,1,,,,,f,t,
393,16,16,t,t,t,t,1.110008021,1.110167106,1,,,,,f,t,
394,16,16,f,f,t,t,1.110226898,1.110282442,1,,,,,f,t,
395,16,16,f,t,t,t,1.110343287,1.110540162,1,,,,,f,t,
483,19,19,t,f,t,t,1.283507014,1.284222083,1,,,,,f,t,
441,4,11,f,f,t,t,1.239159398,2.061271146,6,192,134,0,0,t,f,13
377,4,2,f,f,t,t,1.088827662,1.628223148,6,179,76,0,0,t,t,50
486,17,19,,t,f,f,1.284818519,1.284818634,6,,,,,,,
13769,366,366,f,f,t,t,3.250558356,3.250598912,1,,,,,f,t,
430,17,2,,f,f,f,1.230889028,1.230889502,2,,,,,,,
431,17,2,,f,f,f,1.230978866,1.230979028,3,,,,,,,
389,14,2,f,f,t,t,1.107125301,4.634309931,3,150,0,0,0,f,t,25
488,17,19,,t,f,f,1.284970012,1.284970243,4,,,,,,,
432,17,2,,f,f,f,1.231071134,1.231071308,4,,,,,,,
437,4,11,f,f,t,t,1.237171933,2.060778553,2,247,138,0,0,t,f,13
433,9,2,,f,f,f,1.234053924,1.234054132,6,,,,,,,
489,7,19,,t,f,f,1.285031991,1.285032164,3,,,,,,,
434,13,2,,f,f,f,1.235979178,1.235979514,2,,,,,,,
484,19,19,t,f,t,t,1.284283935,1.285186319,1,,,,,f,t,
435,9,11,,f,f,f,1.236980532,1.236980706,2,,,,,,,
490,19,19,f,f,f,f,1.2852475,1.2852475,1,,,,,,,
436,12,11,,f,f,f,1.237064491,1.237064676,2,,,,,,,
480,19,2,t,f,t,t,1.277588912,1.296026111,4,235,138,0,0,t,f,49
398,16,2,t,f,t,t,1.111567141,2.555441921,3,190,72,0,20,t,t,81
491,19,2,,t,f,f,1.296100579,1.296100671,4,,,,,,,
439,9,11,,f,f,f,1.237399815,1.237399988,3,,,,,,,
478,19,2,t,f,t,t,1.277289942,1.296122245,2,250,136,0,0,t,f,49
381,14,2,f,f,t,t,1.106346169,4.631417187,2,183,4,0,0,f,t,25
442,3,3,f,f,f,f,1.240844595,1.240844595,1,,,,,,,
492,19,2,,f,f,f,1.296209861,1.296209977,2,,,,,,,
382,3,2,f,t,t,t,1.106361412,1.243339711,2,257,157,0,0,f,f,1
399,16,2,t,f,t,t,1.111767639,2.555559051,4,203,73,0,20,t,t,81
493,19,2,,t,f,f,1.296280255,1.296280359,6,,,,,,,
396,16,16,t,f,t,t,1.110602465,2.539397558,1,,,,,f,t,
445,12,2,,f,f,f,1.243499225,1.243499398,2,,,,,,,
494,19,2,,t,f,f,1.296358958,1.296359317,5,,,,,,,
446,8,2,,f,f,f,1.243550613,1.243550787,2,,,,,,,
479,19,2,t,f,t,t,1.277365058,1.303370521,3,244,137,0,0,t,f,49
495,20,20,f,t,t,t,1.303852905,1.304934757,1,,,,,f,t,
497,20,20,f,f,t,t,1.305212338,1.305318287,1,,,,,f,t,
397,16,2,f,f,t,t,1.111455093,2.555338449,2,246,77,0,0,t,t,81
499,7,20,,f,f,f,1.306301539,1.306301632,2,,,,,,,
402,3,2,f,t,t,t,1.114640799,1.247508183,3,258,151,0,0,f,f,1
363,2,2,t,t,t,t,1.065274711,1.25070397,1,,,,,f,t,
400,1,2,f,f,t,t,1.112556597,1.261055498,6,208,149,0,0,t,f,15
372,1,2,t,f,t,t,1.088306331,1.261106528,5,229,142,100,0,t,f,15
501,6,20,,t,f,f,1.306584317,1.306584421,4,,,,,,,
502,9,20,,f,f,f,1.30685684,1.306857014,5,,,,,,,
498,20,20,t,t,t,t,1.305376875,1.307077257,1,,,,,f,t,
504,20,20,f,t,t,t,1.307135833,1.308131134,1,,,,,f,t,
505,20,20,t,f,t,t,1.308190938,1.309102014,1,,,,,f,t,
506,20,20,f,f,t,t,1.309160799,1.30923147,1,,,,,f,t,
507,20,20,f,f,t,t,1.309290266,1.309332407,1,,,,,f,t,
508,20,20,f,t,t,t,1.30939103,1.309908206,1,,,,,f,t,
509,20,20,f,f,t,t,1.30996706,1.311067419,1,,,,,f,t,
511,20,20,f,f,f,f,1.311126424,1.311126424,1,,,,,,,
510,20,2,f,f,t,t,1.310907049,1.311988241,2,250,137,0,0,t,t,50
513,20,2,t,f,t,t,1.312120046,1.313202292,4,237,134,0,100,t,t,50
512,20,2,t,f,t,t,1.311191817,1.313126019,3,246,133,0,20,t,t,50
515,20,2,t,t,t,t,1.313522187,1.322099398,5,218,134,0,0,t,t,50
1309,80,80,f,t,t,t,1.712749294,1.712909167,1,,,,,f,t,
519,19,20,,t,f,f,1.314079479,1.314079595,6,,,,,,,
518,21,21,t,t,t,t,1.314066759,1.31491537,1,,,,,f,t,
520,21,21,f,t,t,t,1.314974907,1.315027095,1,,,,,f,t,
521,21,21,f,t,t,t,1.315086019,1.315143275,1,,,,,f,t,
415,10,2,,f,f,f,1.167350972,1.167351157,6,,,,,,,
522,21,21,f,t,t,t,1.315202176,1.315238194,1,,,,,f,t,
417,7,2,,f,f,f,1.167493704,1.1674939,2,,,,,,,
503,16,20,t,f,t,t,1.307011551,6.330946169,6,147,212,0,100,t,t,38
523,21,21,t,t,t,t,1.315297755,1.315327083,1,,,,,f,t,
419,6,2,,f,f,f,1.167582234,1.167582407,2,,,,,,,
525,8,21,,f,f,f,1.315603646,1.315603738,2,,,,,,,
646,34,34,t,f,t,t,1.392950486,1.393610556,1,,,,,f,t,
424,17,17,f,t,t,t,1.183159329,1.184923368,1,,,,,f,t,
425,17,17,f,t,t,t,1.184983067,1.185124456,1,,,,,f,t,
426,17,17,t,t,t,t,1.185183762,1.185309942,1,,,,,f,t,
427,17,17,t,t,t,t,1.185369352,1.185423252,1,,,,,f,t,
428,17,17,f,t,f,f,1.185482743,1.185482743,1,,,,,,,
698,11,1,f,f,t,t,1.398447685,1.532660671,4,178,127,0,0,f,t,1
429,7,17,,f,f,f,1.187116354,1.187116539,2,,,,,,,
649,9,33,,f,f,f,1.394362639,1.394362824,2,,,,,,,
644,33,33,f,t,t,t,1.391937731,1.394656609,1,,,,,f,t,
453,18,18,t,t,t,t,1.244521794,1.245528148,1,,,,,f,t,
454,18,18,t,f,t,t,1.245587801,1.245794086,1,,,,,f,t,
455,18,18,t,t,t,t,1.245852905,1.245968495,1,,,,,f,t,
456,18,18,f,f,t,t,1.246027593,1.246063866,1,,,,,f,t,
457,18,18,t,t,t,t,1.246123275,1.2468411,1,,,,,f,t,
458,18,18,f,f,f,f,1.246900718,1.246900718,1,,,,,,,
650,33,33,t,t,t,t,1.39472184,1.394808646,1,,,,,f,t,
1749,100,100,f,t,t,t,2.291179201,2.291499514,1,,,,,f,t,
462,2,2,f,t,t,t,1.250764074,1.250806273,1,,,,,f,t,
651,33,33,t,f,t,t,1.394870116,1.394961852,1,,,,,f,t,
2448,119,110,,t,f,f,2.481131632,2.481131852,3,,,,,,,
642,32,32,f,t,f,f,1.389844155,1.389844155,1,,,,,,,
469,8,2,,f,f,f,1.262840058,1.262840197,3,,,,,,,
517,20,2,t,f,t,t,1.313704097,1.322047963,2,224,133,0,20,t,t,50
516,20,2,t,t,t,t,1.313609074,1.322130833,6,217,133,0,0,t,t,50
652,33,33,f,t,t,t,1.395024294,1.395078715,1,,,,,f,t,
653,33,33,f,f,t,t,1.395140845,1.395256134,1,,,,,f,t,
463,2,2,f,t,t,t,1.250866632,1.330607558,1,,,,,f,t,
654,33,33,f,t,f,f,1.395318241,1.395318241,1,,,,,,,
404,11,11,f,t,t,t,1.140906458,1.485594664,1,,,,,f,t,
418,1,2,f,f,t,t,1.16752713,1.38008,2,195,34,0,20,t,f,15
412,5,2,f,f,t,t,1.157462014,1.399184225,4,248,244,0,20,t,f,14
467,1,2,t,t,t,t,1.261231586,1.38680963,5,191,30,100,80,t,f,15
537,20,2,f,t,t,t,1.322348484,1.386809699,5,216,30,100,80,t,t,50
656,12,1,,f,f,f,1.397496505,1.397496644,2,,,,,,,
422,4,2,f,f,t,t,1.167813252,1.638250741,3,243,103,0,0,t,t,50
538,20,2,t,t,t,t,1.322438079,1.389210671,6,215,-11,100,0,t,t,50
641,32,32,f,f,t,t,1.38974162,1.389785127,1,,,,,f,t,
1750,100,100,f,f,f,f,2.291573021,2.291573021,1,,,,,,,
701,22,1,f,f,t,t,1.39849941,2.444700787,4,154,237,0,0,f,f,12
658,6,1,,f,f,f,1.397504375,1.397504502,2,,,,,,,
466,3,2,t,t,t,t,1.260630208,2.049447523,2,246,126,0,0,f,f,1
3698,254,2,,f,f,f,2.670001667,2.670001817,2,,,,,,,
534,21,2,f,f,t,t,1.31854294,2.305102986,3,150,218,100,0,t,f,42
524,21,21,f,f,t,t,1.315386632,2.300209039,1,,,,,f,t,
661,32,1,,f,f,f,1.397533704,1.397533843,2,,,,,,,
667,3,1,f,f,t,t,1.397645185,2.371925255,2,245,29,0,40,t,t,0
662,29,1,,t,f,f,1.397586678,1.397586852,2,,,,,,,
533,21,2,f,f,t,t,1.318473646,2.302344618,2,242,242,0,0,t,f,42
713,15,1,t,f,t,t,1.398757778,2.651747199,4,181,199,0,0,f,t,8
670,28,1,t,f,t,t,1.39768566,4.400381505,2,240,233,0,40,t,f,46
421,15,2,t,f,t,t,1.167754525,2.531531782,3,241,103,100,20,f,f,6
671,13,1,,t,f,f,1.397697824,1.397697963,2,,,,,,,
672,34,1,,f,f,f,1.39781934,1.397819491,2,,,,,,,
684,31,1,,f,f,f,1.398049618,1.398049792,2,,,,,,,
691,7,1,,f,f,f,1.398193044,1.39819338,2,,,,,,,
694,9,1,,t,f,f,1.39827081,1.398270984,2,,,,,,,
536,20,2,f,f,t,t,1.322271273,1.399147269,3,223,9,100,40,t,t,50
599,5,24,f,f,t,f,1.378774907,1.398375417,3,255,241,0,0,f,f,7
697,19,1,,f,f,f,1.398419005,1.39841919,4,,,,,,,
461,18,2,f,f,t,t,1.247637836,1.440758727,4,212,76,0,0,t,t,56
700,28,1,,f,f,f,1.398482442,1.398482627,4,,,,,,,
703,6,1,,f,f,f,1.398538044,1.398538241,4,,,,,,,
704,13,1,,f,f,f,1.398558657,1.398558935,4,,,,,,,
709,30,1,,f,f,f,1.398662292,1.398662488,4,,,,,,,
710,9,1,,f,f,f,1.398687118,1.398687292,4,,,,,,,
714,34,1,,f,f,f,1.398778241,1.398778437,4,,,,,,,
715,29,1,,f,f,f,1.398798947,1.398799132,4,,,,,,,
702,2,1,f,f,t,t,1.398522222,1.418350162,4,237,190,0,0,t,f,15
705,5,1,f,f,t,t,1.398582407,1.449638935,4,242,145,0,0,t,t,84
459,18,2,f,f,t,t,1.247488356,1.44066669,2,250,80,0,20,t,t,56
666,18,1,f,t,t,t,1.397635671,1.449546412,2,195,160,0,0,f,f,3
647,34,34,f,f,t,t,1.393673299,1.393925845,1,,,,,f,t,
648,34,34,f,t,f,f,1.393985382,1.393985382,1,,,,,,,
542,19,2,,t,f,f,1.330868194,1.330868299,3,,,,,,,
589,25,25,t,f,t,t,1.373858032,1.408924178,1,,,,,f,t,
544,22,22,t,f,t,t,1.339816562,1.339896042,1,,,,,f,t,
539,2,2,t,f,t,t,1.330668519,1.425449063,1,,,,,f,t,
546,22,22,t,t,t,t,1.33995581,1.340030266,1,,,,,f,t,
628,18,30,t,t,t,f,1.384664352,1.437993565,2,196,250,0,0,f,t,1
1310,80,80,f,t,f,f,1.712970729,1.712970729,1,,,,,,,
594,26,26,f,f,t,t,1.378399502,1.378460995,1,,,,,f,t,
614,14,28,f,t,t,f,1.38153728,1.677118889,4,237,253,100,0,f,t,13
545,22,2,f,f,t,t,1.339923785,1.344131227,2,250,132,0,40,t,t,42
547,22,2,f,f,t,t,1.340077512,1.344174838,3,246,128,0,40,t,t,42
591,14,24,f,f,t,f,1.375142778,4.545225544,2,179,221,0,0,f,t,14
562,23,2,f,t,t,t,1.347687581,1.351230775,2,214,54,0,40,t,f,105
636,26,2,f,f,t,t,1.388481019,2.26281037,2,196,44,0,0,t,t,104
645,20,33,t,f,t,f,1.392921644,6.328731319,2,208,91,0,40,f,f,0
950,27,42,t,t,t,f,1.454886528,7.377483021,5,170,146,80,0,f,f,2
635,2,20,t,t,t,t,1.388085174,6.330763715,5,250,214,60,0,t,t,50
634,2,20,t,t,t,t,1.387929282,6.330946227,6,249,213,40,100,t,t,50
708,20,1,f,f,t,t,1.398642118,7.369985567,4,142,247,0,60,f,f,1
549,22,2,f,f,t,t,1.341633519,1.345021678,4,239,121,0,100,t,t,42
601,21,24,f,f,t,f,1.378846806,2.300490799,5,212,234,0,0,f,f,3
553,19,22,,t,f,f,1.345067569,1.345067674,4,,,,,,,
595,26,26,f,t,t,t,1.378522257,1.378552454,1,,,,,f,t,
582,22,2,f,f,t,t,1.358900185,2.390226667,4,147,127,20,20,t,t,42
3699,246,2,,f,f,f,2.670070625,2.670070799,2,,,,,,,
550,23,23,f,f,t,t,1.343609213,1.346126204,1,,,,,f,t,
556,23,23,t,t,t,t,1.346185058,1.346252488,1,,,,,f,t,
568,23,22,t,f,t,t,1.350048808,2.389625949,5,251,215,0,100,t,f,78
558,23,23,f,f,f,f,1.346314537,1.346314537,1,,,,,,,
575,22,23,f,f,t,f,1.352074595,2.389674259,5,138,198,0,0,t,f,78
580,22,2,f,f,t,t,1.358166215,2.39000272,3,175,134,0,20,t,t,42
622,14,30,t,t,t,f,1.384204051,4.545296343,2,175,249,0,100,f,t,18
555,22,2,t,t,t,t,1.345361667,1.346779954,5,219,113,0,0,t,t,42
627,14,30,f,t,t,f,1.384614954,4.545587569,6,167,248,0,0,f,t,18
570,22,2,f,f,t,t,1.350830475,1.351332442,2,199,48,0,20,t,t,42
569,22,2,t,f,t,t,1.35060897,1.351341898,3,215,59,0,40,t,t,42
557,22,2,f,f,t,t,1.346312998,1.347514086,2,212,105,0,40,t,t,42
548,22,22,f,f,t,t,1.340091366,1.347710637,1,,,,,f,t,
559,22,2,f,f,t,t,1.346440035,1.347911007,3,218,112,0,40,t,t,42
563,22,22,t,t,t,t,1.347749491,1.348951898,1,,,,,f,t,
552,2,22,f,t,t,t,1.344702083,1.348994375,4,114,232,0,0,t,t,42
560,23,2,t,f,t,t,1.346554583,1.351342188,3,223,60,0,60,t,f,105
565,2,22,t,f,t,t,1.34820044,1.350607894,5,101,208,60,100,t,t,42
596,26,26,t,t,t,t,1.37861213,1.378670984,1,,,,,f,t,
561,22,23,f,t,t,t,1.34687044,1.35101287,2,211,250,0,0,t,f,78
551,23,22,f,f,t,t,1.34419162,1.351025463,4,230,222,0,0,t,f,78
571,22,2,f,f,t,t,1.350925359,1.351984028,4,206,61,0,0,t,t,42
574,23,2,,f,f,f,1.352056215,1.352056308,4,,,,,,,
572,23,2,t,f,t,t,1.351302697,1.352092917,2,215,44,0,20,t,f,105
564,23,2,f,t,t,t,1.347799352,1.352155509,5,244,80,0,80,t,f,105
576,23,2,,f,f,f,1.352239676,1.35223985,5,,,,,,,
577,2,23,f,f,t,f,1.352254433,1.352441204,2,38,202,20,0,t,f,105
579,17,2,,f,f,f,1.352530278,1.352530394,6,,,,,,,
573,23,2,f,f,t,t,1.351966968,1.358098565,3,209,45,100,60,t,f,105
584,23,2,,f,f,f,1.3590711,1.359071215,2,,,,,,,
588,24,24,f,f,t,t,1.373513137,1.374565764,1,,,,,f,t,
590,24,24,f,t,f,f,1.374626759,1.374626759,1,,,,,,,
592,26,26,f,t,t,t,1.377050868,1.378073275,1,,,,,f,t,
593,26,26,f,f,t,t,1.37813206,1.378340556,1,,,,,f,t,
598,26,26,t,f,t,t,1.378732072,1.379082789,1,,,,,f,t,
360,1,1,f,f,t,t,0.841786065,1.379129769,1,,,,,f,t,
603,26,26,f,f,f,f,1.379142095,1.379142095,1,,,,,,,
604,1,1,t,t,t,t,1.379188368,1.379228148,1,,,,,f,t,
606,29,29,f,t,t,t,1.37929015,1.379565926,1,,,,,f,t,
607,29,29,f,t,t,t,1.379626528,1.379684583,1,,,,,f,t,
608,29,29,t,t,t,t,1.379744954,1.379795787,1,,,,,f,t,
602,28,28,f,t,t,t,1.379067269,1.379828935,1,,,,,f,t,
609,29,29,f,f,f,f,1.379857384,1.379857384,1,,,,,,,
610,28,28,t,f,t,t,1.379888588,1.379952465,1,,,,,f,t,
597,2,24,f,t,t,f,1.378643403,1.380018565,3,29,250,40,0,f,t,9
612,13,29,,f,f,f,1.380172153,1.380172257,2,,,,,,,
613,7,28,,f,f,f,1.380897373,1.380897685,3,,,,,,,
359,1,1,t,f,t,t,0.841659641,0.841727141,1,,,,,f,t,
611,28,28,f,f,t,t,1.380019097,1.382007257,1,,,,,f,t,
617,28,28,f,f,f,f,1.382107049,1.382107049,1,,,,,,,
618,30,30,f,t,t,t,1.382885405,1.383321667,1,,,,,f,t,
619,30,30,f,t,t,t,1.383382245,1.383670023,1,,,,,f,t,
620,30,30,t,t,t,t,1.383731748,1.383808333,1,,,,,f,t,
621,30,30,f,t,f,f,1.383902535,1.383902535,1,,,,,,,
625,10,30,,t,f,f,1.384535012,1.384535139,4,,,,,,,
629,31,31,f,f,t,t,1.385809606,1.386216528,1,,,,,f,t,
630,31,31,f,t,t,t,1.386276655,1.386398403,1,,,,,f,t,
639,32,32,t,f,t,t,1.389042778,1.389664965,1,,,,,f,t,
631,31,31,f,t,t,t,1.38645787,1.386845463,1,,,,,f,t,
632,31,31,t,f,t,t,1.386905729,1.386947928,1,,,,,f,t,
633,31,31,f,f,f,f,1.387091285,1.387091285,1,,,,,,,
554,20,2,f,t,t,t,1.345240428,1.389338808,4,216,2,100,40,t,t,50
413,5,2,f,f,t,t,1.157920289,1.399082674,2,259,248,0,20,t,f,14
798,22,37,f,f,t,f,1.41626581,2.389092928,3,168,203,0,0,f,f,6
799,4,37,f,f,t,f,1.41630853,1.623159398,4,236,233,0,0,f,f,16
788,4,37,f,f,t,f,1.415517963,1.62347713,5,215,226,0,0,f,f,16
784,36,37,t,f,t,f,1.415308218,2.466594236,6,241,196,0,20,f,f,1
795,3,37,t,f,t,f,1.415832558,2.0393261,6,199,213,0,20,f,t,1
716,3,1,f,f,t,t,1.398825058,2.44470088,4,227,18,0,0,t,t,0
722,10,1,,f,f,f,1.399274977,1.399275127,4,,,,,,,
787,16,37,t,f,t,f,1.415475093,2.538751771,4,216,199,0,0,f,f,0
819,28,2,t,f,t,t,1.421817975,4.117960787,2,230,121,0,0,f,t,8
822,28,2,t,f,t,t,1.422054676,3.710555197,3,219,122,0,0,f,t,8
727,36,36,f,f,t,t,1.401210185,1.401772164,1,,,,,f,t,
728,36,36,f,f,t,t,1.401831551,1.402218993,1,,,,,f,t,
729,36,36,f,t,t,t,1.402278403,1.402527581,1,,,,,f,t,
730,36,36,t,t,t,t,1.402587373,1.402623553,1,,,,,f,t,
731,36,36,t,f,t,t,1.402685984,1.402764225,1,,,,,f,t,
732,36,36,f,t,f,f,1.402831921,1.402831921,1,,,,,,,
733,31,2,,f,f,f,1.403842685,1.403842824,2,,,,,,,
736,34,2,,f,f,f,1.403973171,1.403973333,3,,,,,,,
737,32,2,,f,f,f,1.404005775,1.404005984,3,,,,,,,
739,38,38,t,f,t,t,1.405986551,1.406275231,1,,,,,f,t,
740,38,38,t,f,t,t,1.406335139,1.406386215,1,,,,,f,t,
741,38,38,t,t,t,t,1.406454421,1.406547639,1,,,,,f,t,
742,38,38,t,f,t,t,1.406606701,1.406845984,1,,,,,f,t,
743,38,38,t,f,t,t,1.406908345,1.407341748,1,,,,,f,t,
744,38,38,t,t,t,t,1.407402315,1.407957882,1,,,,,f,t,
745,38,38,f,t,t,t,1.408016968,1.408111528,1,,,,,f,t,
623,27,30,t,t,t,f,1.384373507,7.372350718,2,242,231,0,100,f,f,9
624,27,30,f,t,t,f,1.384423148,7.372687789,3,241,230,0,0,f,f,9
626,27,30,t,t,t,f,1.384571597,7.377420104,5,171,221,0,0,f,f,9
747,25,38,f,f,t,t,1.409160428,1.40946603,2,246,246,0,0,t,f,210
748,38,25,f,f,t,t,1.409218044,1.409849016,2,250,250,0,0,t,f,210
749,38,38,f,t,f,f,1.409982407,1.409982407,1,,,,,,,
756,8,25,,f,f,f,1.410400139,1.410400313,2,,,,,,,
746,25,25,f,t,t,t,1.408986551,1.410738553,1,,,,,f,t,
750,38,25,f,f,t,t,1.410159896,1.410755706,2,242,242,0,0,t,f,210
760,38,25,f,f,t,t,1.41065625,1.410900567,6,238,238,0,0,t,f,210
759,25,38,f,f,t,t,1.410564653,1.410986007,6,221,221,0,0,t,f,210
752,25,38,f,f,t,t,1.410198449,1.411065775,2,225,225,0,0,t,f,210
757,38,25,f,f,t,f,1.410520903,1.411096238,2,208,208,0,0,t,f,210
764,38,25,f,f,t,t,1.411598576,1.411669792,6,178,178,0,0,t,f,210
762,38,25,f,f,t,t,1.411412766,1.411499468,6,204,204,0,0,t,f,210
763,25,38,f,f,t,t,1.411592384,1.411737535,6,191,191,0,0,t,f,210
766,37,37,f,f,t,t,1.412272535,1.412607257,1,,,,,f,t,
767,37,37,f,t,t,t,1.412666412,1.413251921,1,,,,,f,t,
734,37,2,f,f,t,t,1.403872234,1.413560266,2,250,230,0,20,f,f,17
785,10,37,,f,f,f,1.415377685,1.415377859,2,,,,,,,
769,37,2,f,f,t,t,1.413749745,1.414326019,2,239,219,0,20,f,f,17
771,37,37,t,f,t,t,1.413958507,1.414450324,1,,,,,f,t,
774,25,2,,f,f,f,1.414450694,1.414450995,2,,,,,,,
772,37,2,f,f,t,t,1.41405647,1.414504421,5,235,215,0,60,f,f,17
775,37,37,t,f,t,t,1.414517442,1.414556713,1,,,,,f,t,
770,37,2,f,f,t,t,1.413831319,1.414636898,4,246,226,0,0,f,f,17
778,31,37,,f,f,f,1.414762951,1.414763137,5,,,,,,,
779,25,2,,t,f,f,1.414850949,1.414851111,6,,,,,,,
780,24,37,,f,f,f,1.41487787,1.41487809,5,,,,,,,
781,7,37,,f,f,f,1.4150586,1.415058773,4,,,,,,,
783,7,37,,f,f,f,1.415180903,1.415181192,5,,,,,,,
791,32,37,,f,f,f,1.415641921,1.415642083,3,,,,,,,
792,30,37,,f,f,f,1.415678345,1.415678796,4,,,,,,,
793,2,37,f,f,t,t,1.415714931,1.416318519,5,169,189,40,0,f,f,18
776,37,2,f,f,t,t,1.414615069,1.416085012,5,209,189,0,40,f,f,17
802,37,2,f,f,t,t,1.416423657,1.418800579,5,163,143,0,20,f,f,17
796,37,37,f,f,f,f,1.416137639,1.416137639,1,,,,,,,
777,37,2,f,f,t,t,1.414757616,1.416204502,6,222,202,0,60,f,f,17
782,2,37,f,f,t,t,1.415143449,1.416237118,3,176,196,40,0,f,f,18
803,40,40,f,f,t,t,1.416499884,1.416651215,1,,,,,f,t,
805,40,40,f,f,f,f,1.416710174,1.416710174,1,,,,,,,
810,12,37,,f,f,f,1.420138322,1.420138484,6,,,,,,,
755,1,25,f,f,t,f,1.410383229,1.418127141,2,177,165,0,0,t,t,207
816,37,2,f,f,t,t,1.420563715,1.440826898,5,110,70,0,20,f,f,17
800,37,2,f,f,t,t,1.41631919,1.418832234,6,176,156,0,60,f,f,17
724,1,2,t,f,t,t,1.399385382,1.41932353,2,183,130,0,0,t,f,15
813,39,37,,f,f,f,1.420387431,1.420387627,6,,,,,,,
806,37,2,f,f,t,t,1.418916725,1.4203986,6,146,131,0,60,f,f,17
815,18,37,t,f,t,t,1.420522164,1.439291308,6,229,107,100,0,f,f,1
811,2,37,f,f,t,t,1.420259919,1.439291227,6,118,133,40,0,f,f,18
824,35,2,,f,f,f,1.422281088,1.422281273,2,,,,,,,
828,40,2,,f,f,f,1.422528449,1.42252875,2,,,,,,,
820,1,2,t,f,t,t,1.421877419,1.423914931,3,169,92,0,20,t,f,15
817,37,2,f,f,t,t,1.4207136,1.440901771,6,97,57,20,0,f,f,17
814,2,37,f,f,t,t,1.420437442,1.439291146,6,105,120,20,0,f,f,18
797,1,37,f,f,t,t,1.416216539,1.439879005,2,173,150,0,0,t,t,134
829,24,2,,f,f,f,1.422617801,1.422618171,2,,,,,,,
1311,81,81,f,f,t,t,1.714111713,1.716586227,1,,,,,f,t,
913,2,5,t,f,t,t,1.449424479,1.458791076,5,250,235,0,0,t,f,14
808,1,2,f,t,t,t,1.419496586,1.422977928,4,160,93,0,0,t,f,15
897,2,37,f,f,t,t,1.439995023,1.528754167,2,33,74,20,0,f,f,18
833,8,1,,f,f,f,1.423010741,1.423010914,3,,,,,,,
935,5,2,f,f,t,t,1.450614178,1.493747894,5,242,218,0,20,t,f,14
1751,104,104,t,f,t,t,2.292141701,2.292307396,1,,,,,f,t,
896,2,37,f,f,t,t,1.439615,1.528819583,4,29,70,0,0,f,f,18
899,1,37,f,f,t,t,1.440249826,1.528819687,4,138,37,0,0,t,t,134
874,2,2,t,f,t,t,1.425509398,1.529999086,1,,,,,f,t,
894,2,37,f,f,t,t,1.439486424,1.529350394,6,9,50,0,20,f,f,18
13768,366,366,t,t,t,t,3.250452025,3.250486875,1,,,,,f,t,
903,37,2,f,f,t,t,1.442878113,1.52954169,4,13,156,0,0,f,f,17
866,5,41,f,t,t,t,1.424161655,1.553883137,3,241,241,0,100,t,t,15
847,15,1,t,f,t,t,1.423519375,2.730563125,3,250,197,0,0,f,t,8
859,26,41,f,t,t,t,1.423890891,1.553882963,3,237,232,0,0,f,f,0
842,17,1,,f,f,f,1.423332419,1.423332731,3,,,,,,,
832,41,41,f,t,t,t,1.422704549,1.423371204,1,,,,,f,t,
843,40,1,,t,f,f,1.423374178,1.423374699,3,,,,,,,
875,41,41,t,t,t,t,1.425966088,2.197508692,1,,,,,f,t,
884,42,43,t,f,t,t,1.429464132,2.492808576,2,250,250,0,0,f,f,0
845,41,41,t,t,t,t,1.42343081,1.423518958,1,,,,,f,t,
849,26,1,f,t,t,t,1.423577882,1.966572245,3,238,120,0,0,f,f,2
923,3,5,t,f,t,t,1.449908611,2.207274618,6,182,204,100,0,f,t,1
